SYMBOL,NAME,INDUSTRY,MARKET_CAP
INVE,Identiv,"Electronic Equipment, Instruments & C...",373569651
INVH,Invitation Homes,Equity Real Estate Investment Trusts ...,23835602908
INVO,INVO Bioscience,Health Care Equipment & Supplies,12616962
INVZ,Innoviz Technologies,Auto Parts,777706750
INZY,Inozyme Pharma,Biotechnology,139136943
IOAC,Innovative International Acquisition,Blank Check / SPAC,323668800
IOBT,IO Biotech,Biotechnology,113244125
IONM,Assure Holdings,Medical Care Facilities,20671520
IONQ,"IonQ, Inc.",Computer Hardware,1202709884
IONS,Ionis Pharmaceuticals,Biotechnology,6165916649
IOR,Income Opportunity Realty Investors,Thrifts & Mortgage Finance,52376059
IOSP,Innospec,Chemicals,2438661060
IOT,Samsara,Software-Infrastructure,8350912504
IOVA,Iovance Biotherapeutics,Biotechnology,1868363768
IP,International Paper Company,Containers & Packaging,15856344030
IPA,ImmunoPrecise Antibodies,Biotechnology,130392669
IPAR,Inter Parfums,Personal Products,2588511168
IPAX,Inflection Point Acquisition,Blank Check / SPAC,400234102
IPDN,Professional Diversity Network,Staffing & Employment Services,12915763
IPG,The Interpublic Group of Companies,Media,11875520511
IPGP,IPG Photonics,"Electronic Equipment, Instruments & C...",5173432320
IPHA,Innate Pharma,Biotechnology,231285727
IPI,Intrepid Potash,Chemicals,604192245
IPOD,Social Capital Hedosophia Holdings IV,Blank Check / SPAC,573275000
IPOF,Social Capital Hedosophia Holdings VI,Blank Check / SPAC,1433187579
IPSC,Century Therapeutics,Biotechnology,656180789
IPVA,InterPrivate II Acquisition,Blank Check / SPAC,319905534
IPVF,InterPrivate III Financial Partners,Blank Check / SPAC,327376570
IPVI,InterPrivate IV InfraTech Partners,Blank Check / SPAC,353265615
IPW,iPower,Internet Retail,36374052
IPWR,Ideal Power,Electrical Equipment,78225336
IQ,iQIYI,Entertainment,3341747197
IQMD,Intelligent Medicine Acquisition,Blank Check / SPAC,260043750
IQV,IQVIA Holdings,Life Sciences Tools & Services,45134933822
IR,Ingersoll Rand,Machinery,20908965882
IRAA,Iris Acquisition,Blank Check / SPAC,338962490
IRBT,iRobot,Household Durables,1630236152
IRDM,Iridium Communications,Diversified Telecommunication Services,5726526949
IREN,Iris Energy,Capital Markets,342192031
IRIX,IRIDEX,Health Care Equipment & Supplies,54175352
IRM,Iron Mountain,Equity Real Estate Investment Trusts ...,15577808882
IRMD,IRadimed,Health Care Equipment & Supplies,481117679
IRNT,IronNet,Software,258933760
IROQ,IF Bancorp,Thrifts & Mortgage Finance,59712339
IRRX,Integrated Rail & Resources Acquisition,Blank Check / SPAC,288075000
IRS,IRSA Inversiones y Representaciones,Real Estate Management & Development,744076158
IRT,Independence Realty Trust,Equity Real Estate Investment Trusts ...,5040054267
IRTC,iRhythm Technologies,Health Care Equipment & Supplies,4558037880
IRWD,Ironwood Pharmaceuticals,Biotechnology,1769818107
IS,ironSource,Software-Application,4328263166
ISAA,Iron Spark I,Shell Companies,218424318
ISDR,Issuer Direct,Software,83053207
ISEE,IVERIC bio,Biotechnology,1516939517
ISIG,Insignia Systems,Media,15880207
ISLE,Isleworth Healthcare Acquisition,Blank Check / SPAC,261519112
ISO,IsoPlexis,Medical Devices,84544880
ISPC,iSpecimen,Diagnostics & Research,20425380
ISPO,Inspirato,Leisure,215047037
ISR,IsoRay,Biotechnology,52554800
ISRG,Intuitive Surgical,Health Care Equipment & Supplies,84285341524
ISSC,Innovative Solutions & Support,Aerospace & Defense,126256850
ISTR,Investar Holding,Banks,225322811
ISUN,"iSun, Inc.",Solar,56192796
IT,Gartner,IT Services,23695742699
ITCB,Itau Corpbanca,Banks,2063858045
ITCI,Intra-Cellular Therapies,Pharmaceuticals,5378372042
ITGR,Integer Holdings,Health Care Equipment & Supplies,2433539536
ITI,Iteris,"Electronic Equipment, Instruments & C...",142634286
ITIC,Investors Title Company,Insurance,309021137
ITOS,iTeos Therapeutics,Biotechnology,842314613
ITP,IT Tech Packaging,Paper & Forest Products,10312555
ITQ,Itiquira Acquisition,Blank Check / SPAC,284337500
ITRG,Integra Resources,Other Precious Metals & Mining,52314828
ITRI,Itron,"Electronic Equipment, Instruments & C...",2406795484
ITRM,Iterum Therapeutics,Pharmaceuticals,45838248
ITRN,Ituran Location & Control,Communications Equipment,534965973
ITT,ITT Inc.,Machinery,6758244326
ITUB,Itau Unibanco Holding,Banks,49688539132
ITW,Illinois Tool Works,Machinery,66002124724
IVA,Inventiva,Biotechnology,200689376
IVAC,Intevac,"Technology Hardware, Storage & Periph...",123622510
IVC,Invacare,Health Care Equipment & Supplies,38310500
IVR,Invesco Mortgage Capital,Mortgage Real Estate Investment Trust...,567357491
IVT,InvenTrust Properties,REIT-Retail,1955400429
IVZ,Invesco,Capital Markets,8411840507
IX,ORIX Corporation,Diversified Financial Services,20062353342
IXAQ,IX Acquisition,Blank Check / SPAC,284050009
IZEA,IZEA Worldwide,Interactive Media & Services,55069479
J,Jacobs Engineering Group,Construction & Engineering,16411407274
JACK,Jack in the Box,"Hotels, Restaurants & Leisure",1787958361
JAGX,Jaguar Health,Pharmaceuticals,22736726
JAKK,JAKKS Pacific,Leisure Products,207192574
JAMF,Jamf Holding,Software,3185009126
JAN,JanOne,Commercial Services & Supplies,8764971
JANX,Janux Therapeutics,Biotechnology,580782848
JAQC,Jupiter Acquisition,Blank Check / SPAC,197292672
JATT,JATT Acquisition,Blank Check / SPAC,172327500
JAZZ,Jazz Pharmaceuticals,Pharmaceuticals,9668498283
JBGS,JBG SMITH Properties,Equity Real Estate Investment Trusts ...,2796860145
JBHT,J.B. Hunt Transport Services,Road & Rail,20024489955
JBI,Janus International Group,Building Products & Equipment,1582869621
JBL,Jabil,"Electronic Equipment, Instruments & C...",8491270643
JBLU,JetBlue Airways,Airlines,2898493434
JBSS,John B. Sanfilippo & Son,Food Products,810385958
JBT,John Bean Technologies,Machinery,3735465708
JCI,Johnson Controls International,Building Products,38821330923
JCIC,Jack Creek Investment,Blank Check / SPAC,426721884
JCTCF,Jewett-Cameron Trading Company,Building Products,22989866
JD,JD.com,Internet & Direct Marketing Retail,91406917611
JEF,Jefferies Financial Group,Diversified Financial Services,8024277490
JELD,JELD-WEN Holding,Building Products,1170356093
JFIN,Jiayin Group,Consumer Finance,135062495
JFU,9F Inc.,Interactive Media & Services,170919072
JG,Aurora Mobile,Software,119865791
JHG,Janus Henderson Group,Capital Markets,4302138363
JHX,James Hardie Industries,Construction Materials,11509962750
JILL,J.Jill,Specialty Retail,165017915
JJSF,J & J Snack Foods,Food Products,2771367831
JKHY,Jack Henry & Associates,IT Services,15074377595
JKS,JinkoSolar Holding Company,Semiconductors & Semiconductor Equipment,3343738618
JLL,Jones Lang LaSalle,Real Estate Management & Development,8741625828
JMAC,Jade Mountain Acquisition,Blank Check / SPAC,135752014
JMIA,Jumia Technologies AG,Internet & Direct Marketing Retail,848955384
JMSB,John Marshall Bancorp,Banks,381804024
JNCE,Jounce Therapeutics,Biotechnology,240378030
JNJ,Johnson & Johnson,Pharmaceuticals,4.39441E+11
JNPR,Juniper Networks,Communications Equipment,9271782372
JOAN,JOANN,Specialty Retail,413587447
JOB,GEE Group,Professional Services,63884587
JOBY,Joby Aviation,Airports & Air Services,3735781119
JOE,The St. Joe Company,Real Estate Management & Development,2478836184
JOFF,JOFF Fintech Acquisition,Blank Check / SPAC,509737500
JOUT,Johnson Outdoors,Leisure Products,699909280
JPM,JPMorgan Chase & Co.,Banks,3.52319E+11
JPPYY,Jupai Holdings,Capital Markets,1846841
JRSH,Jerash Holdings (US),"Textiles, Apparel & Luxury Goods",69440022
JRVR,James River Group Holdings,Insurance,949739633
JSPR,Jasper Therapeutics,Biotechnology,84085383
JT,Jianpu Technology,Consumer Finance,39402055
JUGG,JAWS Juggernaut Acquisition,Blank Check / SPAC,337755000
JUN,Juniper II,Blank Check / SPAC,373376250
JUPW,Jupiter Wellness,Drug Manufacturers-Specialty & Generic,14039163
JVA,Coffee Holding Co.,Food Products,14699645
JWAC,Jupiter Wellness Acquisition,Blank Check / SPAC,181550000
JWEL,Jowell Global,Internet Retail,66691379
JWN,Nordstrom,Multiline Retail,3892435178
JWSM,Jaws Mustang Acquisition,Blank Check / SPAC,1278871894
JXN,Jackson Financial,Insurance-Life,2795443185
JYAC,Jiya Acquisition,Blank Check / SPAC,133395232
JYNT,The Joint,Health Care Providers & Services,316715728
JZXN,Jiuzi Holdings,Auto & Truck Dealerships,15170174
K,Kellogg Company,Food Products,25681905663
KACL,Kairous Acquisition,Blank Check / SPAC,101460990
KAHC,KKR Acquisition Holdings I,Blank Check / SPAC,1697572539
KAI,Kadant,Machinery,2252246104
KAII,Kismet Acquisition Two,Blank Check / SPAC,288405000
KAIR,Kairos Acquisition,Blank Check / SPAC,341549980
KAL,Kalera Public Limited Company,Farm Products,69849510
KALA,Kala Pharmaceuticals,Pharmaceuticals,25011867
KALU,Kaiser Aluminum,Metals & Mining,1221049960
KALV,KalVista Pharmaceuticals,Biotechnology,338095584
KAMN,Kaman,Trading Companies & Distributors,942529770
KAR,KAR Auction Services,Commercial Services & Supplies,2024708347
KARO,Karooooo,Software-Application,852702777
KAVL,Kaival Brands Innovations Group,Tobacco,35844463
KB,KB Financial Group,Banks,14217672688
KBAL,Kimball International,Commercial Services & Supplies,308517242
KBH,KB Home,Household Durables,2872109815
KBNT,Kubient,Software-Application,16091661
KBR,"KBR, Inc.",IT Services,7164937165
KC,Kingsoft Cloud Holdings,IT Services,813440253
KCGI,Kensington Capital Acquisition V,Blank Check / SPAC,342240000
KD,Kyndryl Holdings,Information Technology Services,2562422013
KDNY,Chinook Therapeutics,Biotechnology,1231499902
KDP,Keurig Dr Pepper,Beverages,55255052258
KE,Kimball Electronics,"Electronic Equipment, Instruments & C...",545213366
KELYA,Kelly Services,Professional Services,760261488
KELYB,Kelly Services,Professional Services,808365682
KEN,Kenon Holdings,Independent Power and Renewable Elect...,2567052768
KEP,Korea Electric Power,Electric Utilities,10785011706
KEQU,Kewaunee Scientific,Health Care Equipment & Supplies,51470935
KERN,Akerna,Professional Services,12843968
KEX,Kirby,Marine,4022285000
KEY,KeyCorp,Banks,17916379121
KEYS,Keysight Technologies,"Electronic Equipment, Instruments & C...",30000596953
KFFB,Kentucky First Federal Bancorp,Thrifts & Mortgage Finance,63603674
KFRC,Kforce,Professional Services,1171668080
KFS,Kingsway Financial Services,Insurance,181498208
KFY,Korn Ferry,Professional Services,3421341688
KGC,Kinross Gold,Metals & Mining,4589270526
KHC,The Kraft Heinz Company,Food Products,47461289960
KIDS,OrthoPediatrics,Health Care Equipment & Supplies,1153829580
KIII,Kismet Acquisition Three,Blank Check / SPAC,358909345
KIM,Kimco Realty,Equity Real Estate Investment Trusts ...,14132313083
KIND,Nextdoor Holdings,Internet Content & Information,1106268800
KINS,Kingstone Companies,Insurance,43429152
KINZ,Kins Technology Group,Blank Check / SPAC,351210020
KIQ,Kelso Technologies,Machinery,20467813
KIRK,Kirkland's,Specialty Retail,45564808
KKR,KKR & Co.,Capital Markets,63517560819
KLAC,KLA Corporation,Semiconductors & Semiconductor Equipment,52857442118
KLAQ,KL Acquisition,Blank Check / SPAC,354703134
KLIC,Kulicke & Soffa Industries,Semiconductors & Semiconductor Equipment,2835455703
KLR,Kaleyra,Software,94453574
KLTR,Kaltura,Software-Infrastructure,328062495
KLXE,KLX Energy Services Holdings,Energy Equipment & Services,75513524
KMB,Kimberly-Clark,Household Products,45454053360
KMDA,Kamada,Biotechnology,234754604
KMI,Kinder Morgan,"Oil, Gas & Consumable Fuels",42079207410
KMPH,KemPharm,Pharmaceuticals,212737230
KMPR,Kemper,Insurance,2990822902
KMT,Kennametal,Machinery,2264292077
KMX,CarMax,Specialty Retail,16187181996
KN,Knowles,"Electronic Equipment, Instruments & C...",1505656816
KNBE,KnowBe4,Software-Infrastructure,3420820220
KNDI,Kandi Technologies Group,Auto Components,179576781
KNOP,KNOT Offshore Partners,"Oil, Gas & Consumable Fuels",589224562
KNSA,Kiniksa Pharmaceuticals,Biotechnology,844768636
KNSL,Kinsale Capital Group,Insurance,6323967941
KNTE,Kinnate Biopharma,Biotechnology,586221368
KNTK,Kinetik Holdings,"Oil, Gas & Consumable Fuels",1568759522
KNX,Knight-Swift Transportation Holdings,Road & Rail,9016519631
KO,The Coca-Cola Company,Beverages,2.73403E+11
KOD,Kodiak Sciences,Biotechnology,612513142
KODK,Eastman Kodak Company,"Technology Hardware, Storage & Periph...",504261821
KOF,Coca-Cola Femsa,Beverages,13051252683
KOP,Koppers Holdings,Chemicals,535592621
KOPN,Kopin,Semiconductors & Semiconductor Equipment,144201599
KORE,KORE Group Holdings,Telecom Services,206610400
KOS,Kosmos Energy,"Oil, Gas & Consumable Fuels",2958407934
KOSS,Koss Corporation,Household Durables,80134728
KPLT,Katapult Holdings,Software-Infrastructure,149535776
KPRX,Kiora Pharmaceuticals,Biotechnology,6690883
KPTI,Karyopharm Therapeutics,Biotechnology,395840736
KR,The Kroger Company,Food & Staples Retailing,33767274465
KRBP,Kiromic BioPharma,Biotechnology,6494031
KRC,Kilroy Realty,Equity Real Estate Investment Trusts ...,6294113260
KREF,KKR Real Estate Finance Trust,Mortgage Real Estate Investment Trust...,1353197933
KRG,Kite Realty Group Trust,Equity Real Estate Investment Trusts ...,4725649919
KRKR,36Kr Holdings,Interactive Media & Services,44271987
KRMD,Repro Med Systems,Health Care Equipment & Supplies,112582750
KRNL,Kernel Group Holdings,Blank Check / SPAC,376176284
KRNT,Kornit Digital,Machinery,1767854590
KRNY,Kearny Financial,Thrifts & Mortgage Finance,834291900
KRO,Kronos Worldwide,Chemicals,1781702130
KRON,Kronos Bio,Biotechnology,277600894
KROS,Keros Therapeutics,Biotechnology,972326712
KRP,Kimbell Royalty Partners,"Oil, Gas & Consumable Fuels",1181747574
KRT,Karat Packaging,Packaging & Containers,361521531
KRTX,Karuna Therapeutics,Biotechnology,7827122431
KRUS,Kura Sushi USA,"Hotels, Restaurants & Leisure",903530635
KRYS,Krystal Biotech,Biotechnology,1884529475
KSCP,Knightscope,Security & Protection Services,123903864
KSI,Kadem Sustainable Impact,Blank Check / SPAC,215031240
KSPN,Kaspien Holdings,Specialty Retail,14514360
KSS,Kohl's,Multiline Retail,4190397689
KT,KT Corporation,Diversified Telecommunication Services,6915671033
KTB,Kontoor Brands,"Textiles, Apparel & Luxury Goods",2237602554
KTCC,Key Tronic,"Electronic Equipment, Instruments & C...",54778580
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,1904273280
KTRA,Kintara Therapeutics,Biotechnology,12552764
KTTA,Pasithea Therapeutics,Biotechnology,33185875
KUKE,Kuke Music Holding,Entertainment,40802043
KULR,KULR Technology Group,Electronic Components,172307023
KURA,Kura Oncology,Biotechnology,1070288000
KVHI,KVH Industries,Communications Equipment,174346414
KVSA,Khosla Ventures Acquisition Co.,Blank Check / SPAC,397611770
KVSC,Khosla Ventures Acquisition Co. III,Blank Check / SPAC,615016630
KW,Kennedy-Wilson Holdings,Real Estate Management & Development,2826093553
KWAC,Kingswood Acquisition,Blank Check / SPAC,150147230
KWR,Quaker Chemical,Chemicals,3367424967
KXIN,Kaixin Auto Holdings,Specialty Retail,201240896
KYMR,Kymera Therapeutics,Biotechnology,1765933284
KZIA,Kazia Therapeutics,Biotechnology,24382575
KZR,Kezar Life Sciences,Biotechnology,589656256
L,Loews,Insurance,13856862200
LAAA,Lakeshore Acquisition I,Blank Check / SPAC,70741327
LAB,Standard BioTools,Diagnostics & Research,136859358
LABP,Landos Biopharma,Biotechnology,43475292
LAC,Lithium Americas,Metals & Mining,3947817970
LAD,Lithia Motors,Specialty Retail,7483187493
LADR,Ladder Capital,Mortgage Real Estate Investment Trust...,1457276665
LAKE,Lakeland Industries,"Textiles, Apparel & Luxury Goods",119125039
LAMR,Lamar Advertising Company,Equity Real Estate Investment Trusts ...,10601269245
LANC,Lancaster Colony,Food Products,3973075920
LAND,Gladstone Land,Equity Real Estate Investment Trusts ...,867941230
LARK,Landmark Bancorp,Banks,124657291
LASR,nLIGHT,"Electronic Equipment, Instruments & C...",577222400
LAUR,Laureate Education,Diversified Consumer Services,1854105470
LAW,CS Disco,Software-Application,1698842745
LAX,8i Acquisition 2,Blank Check / SPAC,110070580
LAZ,Lazard,Capital Markets,3626693090
LAZR,Luminar Technologies,Auto Components,3603871478
LAZY,Lazydays Holdings,Specialty Retail,180961732
LBAI,Lakeland Bancorp,Banks,1058856510
LBC,Luther Burbank,Thrifts & Mortgage Finance,680317628
LBPH,Longboard Pharmaceuticals,Biotechnology,64729565
LBRDA,Liberty Broadband,Media,17924018156
LBRDK,Liberty Broadband,Media,17871407078
LBRT,Liberty Oilfield Services,Energy Equipment & Services,2595471607
LBTYA,Liberty Global,Media,11082764277
LBTYB,Liberty Global,Diversified Telecommunication Services,10777728087
LBTYK,Liberty Global,Media,11091433471
LC,LendingClub,Consumer Finance,1555861625
LCA,Landcadia Holdings IV,Blank Check / SPAC,613125049
LCAA,L Catterton Asia Acquisition,Blank Check / SPAC,352763960
LCI,Lannett Company,Pharmaceuticals,24868133
LCID,Lucid Group,Automobiles,30261133297
LCII,LCI Industries,Auto Components,3501544888
LCNB,LCNB Corporation,Banks,180399554
LCTX,Lineage Cell Therapeutics,Biotechnology,263076846
LCUT,Lifetime Brands,Household Durables,208662058
LCW,Learn CW Investment,Blank Check / SPAC,248000000
LDHA,LDH Growth I,Blank Check / SPAC,282900000
LDI,loanDepot,Mortgage Finance,707863486
LDOS,Leidos Holdings,IT Services,13402864560
LE,Lands' End,Internet & Direct Marketing Retail,529611900
LEA,Lear Corporation,Auto Components,8980759526
LECO,Lincoln Electric Holdings,Machinery,8389031412
LEDS,SemiLEDs,Semiconductors & Semiconductor Equipment,14138595
LEE,"Lee Enterprises,",Media,115828506
LEG,Leggett & Platt,Household Durables,5483795443
LEGA,"Lead Edge Growth Opportunities,",Blank Check / SPAC,424350019
LEGH,Legacy Housing,Household Durables,433938680
LEGN,Legend Biotech,Biotechnology,7131552250
LEJU,Leju Holdings,Internet & Direct Marketing Retail,34342570
LEN,Lennar,Household Durables,24890228709
LESL,Leslie's,Home Improvement Retail,2847915773
LEU,Centrus Energy,"Oil, Gas & Consumable Fuels",643004068
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,986115647
LEVI,Levi Strauss & Co.,"Textiles, Apparel & Luxury Goods",7743857143
LEXX,Lexaria Bioscience,Biotechnology,19263383
LFAC,LF Capital Acquisition II,Blank Check / SPAC,325702045
LFC,China Life Insurance Company,Insurance,96299237372
LFG,Archaea Energy,Utilities-Renewable,2189943037
LFLY,Leafly Holdings,Pharmaceutical Retailers,98025863
LFMD,LifeMD,Pharmaceutical Retailers,97008663
LFST,Lifestance Health Group,Medical Care Facilities,3103493118
LFT,Lument Finance Trust,REIT-Mortgage,132144935
LFTR,Lefteris Acquisition,Blank Check / SPAC,257450183
LFUS,Littelfuse,"Electronic Equipment, Instruments & C...",6159018871
LFVN,LifeVantage,Personal Products,53885628
LGAC,Lazard Growth Acquisition I,Blank Check / SPAC,708687480
LGHL,Lion Group Holding,Capital Markets,66439199
LGIH,LGI Homes,Household Durables,2606996427
LGL,LGL Group,"Electronic Equipment, Instruments & C...",74728170
LGMK,LogicMark,Security & Protection Services,11434638
LGND,Ligand Pharmaceuticals,Biotechnology,1721539116
LGO,Largo,Other Industrial Metals & Mining,481651228
LGST,Semper Paratus Acquisition,Blank Check / SPAC,482688310
LGTO,Legato Merger II,Blank Check / SPAC,358750870
LGV,Longview Acquisition II,Blank Check / SPAC,848700029
LGVC,LAMF Global Ventures I,Blank Check / SPAC,349089786
LGVN,Longeveron,Biotechnology,124368750
LH,Laboratory Corporation of America Holdings,Health Care Providers & Services,23390095223
LHAA,Lerer Hippeau Acquisition,Blank Check / SPAC,280332923
LHC,Leo Holdings II,Blank Check / SPAC,464531230
LHCG,LHC Group,Health Care Providers & Services,5045593005
LHDX,Lucira Health,Medical Devices,127178920
LHX,L3Harris Technologies,Aerospace & Defense,44258033519
LI,Li Auto,Automobiles,31786465271
LIAN,LianBio,Biotechnology,282597726
LIBY,Liberty Resources Acquisition,Blank Check / SPAC,149649212
LICY,Li-Cycle Holdings,Waste Management,1360979840
LIDR,"AEye, Inc.",Auto Parts,415417247
LIFE,aTyr Pharma,Biotechnology,102405133
LII,Lennox International,Building Products,8904974264
LILA,Liberty Latin America,Diversified Telecommunication Services,1731344760
LILAK,Liberty Latin America,Media,1736939386
LILM,Lilium,Aerospace & Defense,856066301
LIN,Linde,Chemicals,1.52435E+11
LINC,Lincoln Educational Services,Diversified Consumer Services,159307818
LIND,Lindblad Expeditions Holdings,"Hotels, Restaurants & Leisure",569380990
LINK,Interlink Electronics,"Electronic Equipment, Instruments & C...",57771866
LION,Lionheart III,Blank Check / SPAC,160570510
LIQT,LiqTech International,Machinery,20996257
LITB,LightInTheBox Holding Co.,Internet & Direct Marketing Retail,112780008
LITE,Lumentum Holdings,Communications Equipment,6382499815
LITM,Snow Lake Resources,Other Industrial Metals & Mining,47992559
LITT,Logistics Innovation Technologies,Shell Companies,415893120
LIVE,Live Ventures,Household Durables,90420063
LIVN,LivaNova,Health Care Equipment & Supplies,3402293714
LIXT,Lixte Biotechnology Holdings,Biotechnology,12484950
LIZI,Lizhi,Internet Content & Information,57917355
LJAQ,LightJump Acquisition,Blank Check / SPAC,174568489
LKCO,Luokung Technology,Interactive Media & Services,109536271
LKFN,Lakeland Financial,Banks,2000249208
LKQ,LKQ Corporation,Distributors,15160048605
LL,Lumber Liquidators Holdings,Specialty Retail,288972414
LLAP,Terran Orbital,Aerospace & Defense,573697280
LLL,JX Luxventure,Apparel Manufacturing,17719062
LLY,Eli Lilly and Company,Pharmaceuticals,2.86164E+11
LMACA,Liberty Media Acquisition,Blank Check / SPAC,710124990
LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,133657198
LMAT,LeMaitre Vascular,Health Care Equipment & Supplies,1204225752
LMB,Limbach Holdings,Construction & Engineering,66865280
LMDX,LumiraDx,Diagnostics & Research,528648991
LMFA,LM Funding America,Diversified Financial Services,14408604
LMND,Lemonade,Insurance,2100722800
LMNL,Liminal BioSciences,Biotechnology,15636157
LMNR,Limoneira Company,Food Products,244261696
LMPX,LMP Automotive Holdings,Specialty Retail,84761376
LMST,Limestone Bancorp,Banks,147066535
LMT,Lockheed Martin,Aerospace & Defense,1.1371E+11
LNC,Lincoln National,Insurance,8535131640
LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,Food Products,498382395
LNDC,Landec,Food Products,333447063
LNG,Cheniere Energy,"Oil, Gas & Consumable Fuels",38698881584
LNN,Lindsay,Machinery,1815553418
LNSR,LENSAR,Medical Devices,68881243
LNT,Alliant Energy,Electric Utilities,15467078640
LNTH,Lantheus Holdings,Health Care Equipment & Supplies,5728950196
LNW,Light & Wonder,Gambling,5363958753
LOAN,Manhattan Bridge Capital,Mortgage Real Estate Investment Trust...,62992052
LOB,Live Oak Bancshares,Banks,1824935552
LOCC,Live Oak Crestview Climate Acquisition,Blank Check / SPAC,242000000
LOCL,Local Bounti,Farm Products,384705788
LOCO,El Pollo Loco Holdings,"Hotels, Restaurants & Leisure",355964030
LODE,Comstock Mining,Metals & Mining,45935515
LOGC,LogicBio Therapeutics,Biotechnology,22230043
LOGI,Logitech International,"Technology Hardware, Storage & Periph...",9488962559
LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,310873880
LOMA,Loma Negra Compania Industrial Argentina,Construction Materials,1546715132
LOOP,Loop Industries,Chemicals,331804893
LOPE,Grand Canyon Education,Diversified Consumer Services,2660280573
LOTZ,CarLotz,Auto & Truck Dealerships,72048095
LOV,Spark Networks SE,Interactive Media & Services,77539864
LOVE,The Lovesac Company,Household Durables,567951222
LOW,Lowe's Companies,Specialty Retail,1.29219E+11
LPCN,Lipocine,Pharmaceuticals,62223091
LPG,Dorian LPG,"Oil, Gas & Consumable Fuels",669478521
LPI,Laredo Petroleum,"Oil, Gas & Consumable Fuels",1178123520
LPL,LG Display Co.,"Electronic Equipment, Instruments & C...",4565725690
LPLA,LPL Financial Holdings,Capital Markets,17846099879
LPRO,Open Lending,Capital Markets,1440238591
LPSN,LivePerson,Software,1007416572
LPTH,LightPath Technologies,"Electronic Equipment, Instruments & C...",44627220
LPTX,Leap Therapeutics,Biotechnology,114814039
LPX,Louisiana-Pacific,Paper & Forest Products,4396311000
LQDA,Liquidia,Pharmaceuticals,367407100
LQDT,Liquidity Services,Internet & Direct Marketing Retail,684645741
LRCX,Lam Research,Semiconductors & Semiconductor Equipment,68139585489
LRFC,Logan Ridge Finance,Asset Management,54465376
LRMR,Larimar Therapeutics,Biotechnology,35066592
LRN,Stride,Diversified Consumer Services,1552785255
LSAK,Lesaka Technologies,Software-Infrastructure,348561341
LSBK,Lake Shore Bancorp,Thrifts & Mortgage Finance,78580332
LSCC,Lattice Semiconductor,Semiconductors & Semiconductor Equipment,8472458714
LSEA,Landsea Homes,Real Estate-Development,273383008
LSF,Laird Superfood,Packaged Foods,19512878
LSI,Life Storage,Equity Real Estate Investment Trusts ...,11357413289
LSPD,Lightspeed Commerce,Software,3508399340
LSTR,Landstar System,Road & Rail,5736586637
LTBR,Lightbridge,Professional Services,77797036
LTC,LTC Properties,Equity Real Estate Investment Trusts ...,1761148660
LTCH,Latch,Software-Application,181024991
LTH,Life Time Group Holdings,Leisure,2897250035
LTHM,Livent,Chemicals,5080511998
LTRN,Lantern Pharma,Biotechnology,65960181
LTRPA,Liberty TripAdvisor Holdings,Interactive Media & Services,192082063
LTRPB,Liberty TripAdvisor Holdings,Interactive Media & Services,170942991
LTRX,Lantronix,Communications Equipment,266204700
LTRY,Lottery.com,Gambling,24410867
LU,Lufax Holding,Consumer Finance,9783267326
LUCD,Lucid Diagnostics,Medical Devices,128155583
LULU,Lululemon Athletica,"Textiles, Apparel & Luxury Goods",41739292440
LUMN,Lumen Technologies,Diversified Telecommunication Services,11544041468
LUMO,Lumos Pharma,Biotechnology,69548301
LUNA,Luna Innovations,"Electronic Equipment, Instruments & C...",202978622
LUNG,Pulmonx,Health Care Equipment & Supplies,882567411
LUV,Southwest Airlines Company,Airlines,23122851838
LUXA,Lux Health Tech Acquisition,Blank Check / SPAC,428662490
LVAC,LAVA Medtech Acquisition,Blank Check / SPAC,144756260
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,271051548
LVO,LiveOne,Entertainment,109917815
LVOX,LiveVox Holding,Software-Infrastructure,276464191
LVRA,Levere Holdings,Blank Check / SPAC,334020414
LVS,Las Vegas Sands,"Hotels, Restaurants & Leisure",28801040356
LVTX,LAVA Therapeutics,Biotechnology,69722727
LW,Lamb Weston Holdings,Food Products,11544401880
LWAY,Lifeway Foods,Food Products,89435679
LWLG,Lightwave Logic,Chemicals,1207166198
LX,LexinFintech Holdings,Consumer Finance,383529086
LXEH,Lixiang Education Holding Co.,Education & Training Services,48240241
LXFR,Luxfer Holdings,Machinery,456237150
LXP,Lexington Realty Trust,Equity Real Estate Investment Trusts ...,3116325366
LXRX,Lexicon Pharmaceuticals,Biotechnology,520883743
LXU,LSB Industries,Chemicals,1171948541
LYB,LyondellBasell Industries NV,Chemicals,29818492836
LYEL,Lyell Immunopharma,Biotechnology,1781861757
LYFT,"Lyft, Inc.",Road & Rail,6666861562
LYG,Lloyds Banking Group,Banks,38005956606
LYL,Dragon Victory International,Consumer Finance,21946512
LYLT,Loyalty Ventures,Software-Infrastructure,73096149
LYRA,Lyra Therapeutics,Biotechnology,208144656
LYTS,LSI Industries,Electrical Equipment,171391643
LYV,Live Nation Entertainment,Entertainment,22176200635
LZ,LegalZoom.com,Specialty Business Services,2271094522
LZB,La-Z-Boy,Household Durables,1257109608
