,OPEN,CLOSE,HIGH,LOW,ADJCLOSE,DATE,VOLUME,RSI_10,RSI_25,EMA_10,EMA_25,EMA_50,PGO_10,PGO_25,VIA_15,VIB_15,VIA_30,VIB_30,BOP,NAT_30,ETP_10,ETP_25,MAD_10,MAD_25,SIN_25,SIN_50,LIN_10,LIN_90,PREDICTION,TARGET_DIFF,TARGET_PCNT,TARGET_HI,TARGET_LO
99,2.01333,1.966,2.05,1.90733,1.966,2010-11-17,11250000,70.97035,67.83627,1.8459,1.65798,1.53513,1.18305,5.50676,0.27859,0.30715,0.18811,0.19223,-0.33174,5.74636,3.57133,4.97071,0.15347,0.21304,0.91386,0.98012,2.01258,1.58049,0,-0.052,0.70233,2.04933,1.928
100,2.04467,1.99267,2.04933,1.928,1.99267,2010-11-18,14341500,72.20525,68.5439,1.87259,1.68373,1.55307,1.07146,5.38601,0.23666,0.2887,0.16327,0.19133,-0.42858,5.69651,3.55607,5.00009,0.13821,0.22503,0.89344,0.94565,2.03257,1.60344,0,0.05533,0.68556,2.09133,1.98
101,2.01067,2.066,2.09133,1.98,2.066,2010-11-19,17257500,75.40198,70.40856,1.90775,1.71313,1.57319,1.2978,5.85525,0.2055,0.25741,0.14819,0.17594,0.49699,5.4875,3.55018,5.03358,0.11543,0.23564,0.97142,0.95042,2.05569,1.62914,0,0.122,0.5086,2.23,2.1
102,2.10467,2.22667,2.23,2.1,2.22667,2010-11-22,22945500,80.78276,73.93497,1.96574,1.75263,1.59882,2.14729,7.337,0.20403,0.22783,0.15276,0.16063,0.93846,5.23823,3.55249,5.07676,0.09232,0.25148,0.87476,0.98572,2.11182,1.66229,0,0.08534,0.60945,2.37867,2.146
103,2.21933,2.30467,2.37867,2.146,2.30467,2010-11-23,23667000,82.81097,75.41646,2.02736,1.7951,1.6265,2.16065,7.62652,0.22824,0.214,0.17192,0.15618,0.36679,5.38576,3.56055,5.1225,0.09787,0.27165,0.91452,0.93798,2.16372,1.7,0,0.01334,0.91366,2.398,2.28867
104,2.35133,2.36467,2.398,2.28867,2.36467,2010-11-24,21375000,84.23323,76.48732,2.08869,1.83891,1.65544,2.25856,7.68445,0.25904,0.22151,0.1936,0.16519,0.12202,5.20874,3.54281,5.16457,0.13056,0.28998,0.98365,0.96209,2.24701,1.73738,0,-0.01866,0.88417,2.4,2.31667
105,2.37333,2.35467,2.4,2.31667,2.35467,2010-11-26,5259000,82.96203,75.91323,2.13705,1.87859,1.68287,1.76974,6.92649,0.26604,0.24077,0.20462,0.1814,-0.22393,5.12171,3.53429,5.20206,0.14646,0.30183,0.9981,0.99307,2.29837,1.77349,0,-0.072,0.66298,2.39667,2.222
106,2.36067,2.28867,2.39667,2.222,2.28867,2010-11-29,17184000,74.69546,72.1882,2.16462,1.91013,1.70662,0.99931,5.56716,0.24264,0.25351,0.20199,0.19506,-0.41221,5.42183,3.51192,5.23274,0.14834,0.30485,0.95725,0.99477,2.32594,1.80716,0,0.106,0.56007,2.35533,2.22733
107,2.24933,2.35533,2.35533,2.22733,2.35533,2010-11-30,33339000,77.24046,73.55351,2.19929,1.94438,1.73206,1.2669,5.77291,0.21548,0.24865,0.19881,0.20094,0.82812,5.2791,3.49336,5.26367,0.15125,0.30479,0.91964,0.97143,2.36874,1.84347,0,-0.10133,0.58611,2.428,2.23
108,2.39133,2.29,2.428,2.23,2.29,2010-12-01,19488000,69.61608,70.04321,2.21579,1.97096,1.75394,0.51918,4.51929,0.1982,0.23008,0.1951,0.20022,-0.51177,5.63722,3.48012,5.28492,0.12763,0.29965,0.91045,0.94634,2.36967,1.87582,0,-0.11066,0.55142,2.28667,2.08
109,2.26733,2.15667,2.28667,2.08,2.15667,2010-12-02,30105000,56.88344,63.59139,2.20504,1.98525,1.76973,-0.61214,2.61457,0.16168,0.20528,0.1813,0.19519,-0.53544,6.22776,3.46059,5.29811,0.1036,0.28477,0.08845,0.7797,2.31699,1.90122,0,-0.03467,0.78689,2.15,2.058
110,2.134,2.09933,2.15,2.058,2.09933,2010-12-03,17401500,52.31157,61.07132,2.18582,1.99402,1.78266,-1.09874,1.64735,0.09689,0.17202,0.15645,0.18468,-0.37685,6.28833,3.43603,5.305,0.0908,0.26404,-0.68044,-0.0992,2.24309,1.92384,0,-0.06933,0.64398,2.09667,1.97067
111,2.09,2.02067,2.09667,1.97067,2.02067,2010-12-06,19116000,46.60244,57.79827,2.15579,1.99607,1.79199,-1.6249,0.54598,0.01881,0.12236,0.12737,0.16633,-0.55024,6.52241,3.40233,5.30183,0.09624,0.24044,-0.95334,-0.79885,2.15156,1.94204,0,0.07133,0.63098,2.16,2.00333
112,2.03267,2.104,2.16,2.00333,2.104,2010-12-07,19669500,52.68115,60.15477,2.14637,2.00438,1.80423,-0.92875,1.11955,-0.03607,0.0595,0.11096,0.14332,0.45529,6.34036,3.36824,5.30499,0.11096,0.21885,-0.99087,-0.97023,2.10761,1.96275,0,-0.00733,0.94652,2.166,2.10133
113,2.16533,2.158,2.166,2.10133,2.158,2010-12-08,9900000,56.26591,61.6021,2.14849,2.01619,1.8181,-0.43949,1.35136,-0.05204,0.00172,0.10521,0.12305,-0.11334,5.97622,3.33982,5.31048,0.11147,0.199,-0.89932,-0.98864,2.09498,1.98664,0,-0.03066,0.80917,2.18133,2.11
114,2.16733,2.13667,2.18133,2.11,2.13667,2010-12-09,6090000,54.45532,60.69497,2.14634,2.02546,1.8306,-0.4341,0.84277,-0.04835,-0.03429,0.10279,0.11042,-0.42983,5.86185,3.31032,5.30968,0.10061,0.17717,-0.76455,-0.92801,2.09037,2.01053,0,-0.03534,0.7839,2.19467,2.07533
115,2.13667,2.10133,2.19467,2.07533,2.10133,2010-12-10,6441000,51.40984,59.19068,2.13816,2.0313,1.84121,-0.51261,0.30452,-0.03024,-0.04452,0.09929,0.10437,-0.29613,5.94229,3.28513,5.28854,0.08416,0.16162,-0.8342,-0.87727,2.08381,2.03144,0,-0.07266,0.63526,2.118,2.02667
116,2.10933,2.03667,2.118,2.02667,2.03667,2010-12-13,6156000,46.16151,56.52084,2.1197,2.03171,1.84888,-0.81437,-0.49801,-0.02934,-0.03976,0.08865,0.09967,-0.79558,6.02471,3.26439,5.26602,0.07531,0.14468,-0.81368,-0.95665,2.0604,2.04791,0,-0.11733,0.50804,2.026,1.85067
117,2.01933,1.902,2.026,1.85067,1.902,2010-12-14,26485500,37.34001,51.48284,2.08012,2.02173,1.85096,-1.48614,-1.90015,-0.06659,-0.03902,0.07204,0.09179,-0.6692,6.66599,3.23216,5.23248,0.06869,0.13483,-0.79821,-0.89608,2.01738,2.05689,0,0.062,0.64907,1.998,1.902
118,1.91133,1.97333,1.998,1.902,1.97333,2010-12-15,11143500,43.67469,53.75702,2.0607,2.01801,1.85576,-0.72081,-1.32016,-0.12925,-0.05856,0.05764,0.07972,0.64583,6.32438,3.21755,5.20554,0.06856,0.12303,-0.94176,-0.91885,2.00564,2.06852,0,0.054,0.68966,2.06067,1.97667
119,2.0,2.054,2.06067,1.97667,2.054,2010-12-16,11851500,50.02357,56.17695,2.05949,2.02078,1.86353,-0.03513,-0.57268,-0.18416,-0.10086,0.05382,0.06697,0.64286,5.95833,3.22422,5.1605,0.06127,0.11994,-0.89721,-0.98695,2.01302,2.08232,0,0.00134,0.98945,2.10267,2.04733
120,2.08933,2.09067,2.10267,2.04733,2.09067,2010-12-17,12195000,52.71553,57.23658,2.06516,2.02615,1.87244,0.25652,-0.30406,-0.20533,-0.14979,0.05344,0.05807,0.02421,5.64693,3.24018,5.12598,0.0604,0.11285,-0.53075,-0.88881,2.02778,2.09552,0,0.004,0.96931,2.146,2.084
121,2.10933,2.11333,2.146,2.084,2.11333,2010-12-20,7851000,54.40191,57.89196,2.07391,2.03286,1.88189,0.36971,-0.13467,-0.19619,-0.18407,0.04856,0.05345,0.06452,5.41524,3.26397,5.08589,0.0604,0.10889,0.51333,-0.4803,2.03901,2.10862,0,0.03067,0.80569,2.17933,2.114
122,2.12,2.15067,2.17933,2.114,2.15067,2010-12-21,11665500,57.19693,58.9713,2.08787,2.04192,1.89243,0.64776,0.18295,-0.18823,-0.19591,0.04038,0.0497,0.46946,5.17591,3.28221,5.04588,0.06413,0.10731,0.9362,0.55731,2.06829,2.12369,0,0.02533,0.83589,2.19067,2.11333
123,2.15,2.17533,2.19067,2.11333,2.17533,2010-12-22,12499500,59.03932,59.68224,2.10377,2.05218,1.90352,0.85882,0.34168,-0.18292,-0.19285,0.03915,0.04508,0.32751,5.01646,3.29651,5.01477,0.06552,0.10346,0.98963,0.93138,2.10995,2.1398,0,-0.078,0.61583,2.16533,1.99467
124,2.084,2.006,2.16533,1.99467,2.006,2010-12-23,23289000,44.44389,53.10086,2.086,2.04863,1.90754,-0.4628,-1.27448,-0.17078,-0.18488,0.02828,0.03932,-0.45705,5.66998,3.29667,4.97641,0.06593,0.10205,0.81168,0.98262,2.09878,2.14851,0,-0.16467,0.40499,1.90533,1.67067
125,1.868,1.70333,1.90533,1.67067,1.70333,2010-12-27,139528500,29.80841,44.05532,2.01642,2.02207,1.89953,-2.63426,-3.98734,-0.16298,-0.17644,-0.00656,0.02811,-0.70174,7.5168,3.2714,4.91966,0.09949,0.11283,-0.29473,0.31402,2.00039,2.14314,0,0.03734,0.73466,1.78333,1.66667
126,1.72333,1.76067,1.78333,1.66667,1.76067,2010-12-28,60844500,34.35849,45.87481,1.96992,2.00196,1.89409,-1.895,-3.30791,-0.15748,-0.16799,-0.05287,0.00495,0.32008,7.23032,3.25823,4.86461,0.12648,0.12455,-0.81318,-0.5711,1.92695,2.13995,0,0.04667,0.69849,1.86733,1.76667
127,1.802,1.84867,1.86733,1.76667,1.84867,2010-12-29,49788000,40.89222,48.54985,1.94787,1.99017,1.89231,-1.12166,-2.33336,-0.15864,-0.16173,-0.08718,-0.02963,0.46364,6.8141,3.26316,4.80825,0.13288,0.13016,-0.98086,-0.93311,1.87286,2.14061,0,-0.08,0.58072,1.86,1.75867
128,1.84667,1.76667,1.86,1.75867,1.76667,2010-12-30,30616500,37.07177,46.32742,1.91493,1.97298,1.88738,-1.60977,-2.87211,-0.16182,-0.15951,-0.09851,-0.0642,-0.7895,7.0404,3.25209,4.74605,0.15768,0.1386,-0.95575,-0.99675,1.80668,2.13881,0,0.004,0.9637,1.81667,1.76667
129,1.77133,1.77533,1.81667,1.76667,1.77533,2010-12-31,21268500,37.75418,46.59635,1.88955,1.95777,1.88299,-1.32631,-2.56693,-0.16851,-0.16115,-0.09996,-0.08737,0.08,6.73575,3.23611,4.68535,0.16813,0.14227,-0.98231,-0.98595,1.76255,2.13575,0,-0.01466,0.87989,1.8,1.72667
130,1.78933,1.77467,1.8,1.72667,1.77467,2011-01-03,19245000,37.71954,46.57782,1.86866,1.94369,1.87874,-1.08992,-2.35563,-0.17811,-0.16623,-0.09475,-0.09648,-0.19992,6.57011,3.21968,4.62987,0.16309,0.14444,-0.95706,-0.97755,1.73494,2.13331,0,0.00067,0.99371,1.79667,1.73467
131,1.77733,1.778,1.79667,1.73467,1.778,2011-01-04,17811000,38.03823,46.68923,1.85218,1.93094,1.87479,-0.80236,-2.1378,-0.16873,-0.17063,-0.09053,-0.09641,0.01081,6.3597,3.20569,4.58293,0.14204,0.14751,-0.92484,-0.96005,1.72473,2.13047,0,0.02334,0.81945,1.79333,1.746
132,1.76533,1.78867,1.79333,1.746,1.78867,2011-01-05,21700500,39.14684,47.05774,1.84063,1.92,1.87141,-0.42087,-1.83675,-0.13457,-0.16613,-0.09599,-0.09442,0.49313,6.08462,3.19356,4.53696,0.10336,0.14676,-0.85964,-0.9317,1.73682,2.1277,0,0.07,0.6052,1.86667,1.78733
133,1.78867,1.85867,1.86667,1.78733,1.85867,2011-01-06,30918000,46.16764,49.44584,1.84391,1.91528,1.87091,0.46264,-1.0449,-0.08832,-0.14551,-0.1119,-0.09662,0.88228,5.75309,3.18991,4.50343,0.05903,0.14213,-0.09427,-0.77793,1.78793,2.12783,0,0.016,0.87502,1.90533,1.86
134,1.86667,1.88267,1.90533,1.86,1.88267,2011-01-07,33718500,48.43404,50.24735,1.85096,1.91277,1.87137,0.80586,-0.72876,-0.05256,-0.11118,-0.12907,-0.1059,0.35297,5.47321,3.20406,4.48274,0.04176,0.13974,0.70488,0.06098,1.83687,2.12805,0,0.01867,0.85788,1.912,1.87
135,1.878,1.89667,1.912,1.87,1.89667,2011-01-10,20140500,49.80378,50.72209,1.85927,1.91153,1.87236,0.78381,-0.52922,-0.04218,-0.07642,-0.13719,-0.11919,0.44452,5.22517,3.24395,4.46906,0.04688,0.13722,0.96069,0.8007,1.85476,2.12985,0,-0.10867,0.51278,1.914,1.79467
136,1.906,1.79733,1.914,1.79467,1.79733,2011-01-11,25653000,41.1797,47.38046,1.84801,1.90275,1.86942,-0.18629,-1.36541,-0.06053,-0.05639,-0.13874,-0.13053,-0.91067,5.58657,3.26486,4.45581,0.04395,0.14048,0.90732,0.9817,1.84319,2.12787,0,-0.00334,0.97009,1.82667,1.768
137,1.80067,1.79733,1.82667,1.768,1.79733,2011-01-12,14466000,41.1797,47.38046,1.83879,1.89464,1.86659,-0.1406,-1.25856,-0.09246,-0.0584,-0.14675,-0.13795,-0.05693,5.43675,3.27687,4.43983,0.04064,0.13858,0.46634,0.8776,1.84181,2.12559,0,-0.04933,0.68611,1.798,1.744
138,1.79733,1.748,1.798,1.744,1.748,2011-01-13,10854000,37.22769,45.7562,1.82229,1.88336,1.86194,-0.62563,-1.57334,-0.13444,-0.08043,-0.16125,-0.1449,-0.91352,5.42883,3.29028,4.42009,0.04176,0.13371,-0.56538,0.35102,1.81731,2.12018,0,-0.02666,0.79692,1.772,1.70733
139,1.74333,1.71667,1.772,1.70733,1.71667,2011-01-14,17880000,34.8664,44.74149,1.80308,1.87054,1.85625,-0.90854,-1.7202,-0.17063,-0.11416,-0.17071,-0.15424,-0.41225,5.41431,3.29742,4.40231,0.04528,0.12837,-0.92158,-0.65718,1.78565,2.11367,0,0.01066,0.90525,1.70933,1.65
140,1.69867,1.70933,1.70933,1.65,1.70933,2011-01-18,24325500,34.30007,44.50065,1.78604,1.85814,1.85048,-0.94167,-1.65351,-0.16809,-0.14511,-0.16527,-0.16266,0.17967,5.33839,3.30149,4.38828,0.0492,0.12454,-0.9818,-0.93268,1.75426,2.10634,0,-0.08267,0.55011,1.698,1.58333
141,1.68467,1.602,1.698,1.58333,1.602,2011-01-19,35572500,27.13818,41.12847,1.75258,1.83843,1.84074,-1.92788,-2.51834,-0.14549,-0.15956,-0.15237,-0.16427,-0.72094,5.83599,3.29179,4.37262,0.06859,0.12613,-0.98353,-0.98004,1.69486,2.09338,0,-0.094,0.50556,1.63,1.49133
142,1.602,1.508,1.63,1.49133,1.508,2011-01-20,34198500,22.55524,38.46902,1.70811,1.81302,1.82769,-2.64551,-3.27577,-0.15153,-0.15822,-0.15574,-0.16029,-0.67787,6.39305,3.26925,4.35997,0.09487,0.13527,-0.95552,-0.97125,1.617,2.07699,0,-0.00533,0.94548,1.57267,1.514
143,1.54133,1.536,1.57267,1.514,1.536,2011-01-21,18255000,26.65467,39.67927,1.67681,1.79171,1.81625,-2.00341,-2.85507,-0.19665,-0.1598,-0.17578,-0.15955,-0.09085,6.14321,3.24294,4.3468,0.105,0.1393,-0.98886,-0.98194,1.56852,2.06229,0,0.064,0.59524,1.654,1.54867
144,1.56867,1.63267,1.654,1.54867,1.63267,2011-01-24,24676500,39.03432,43.66426,1.66879,1.77947,1.80905,-0.67383,-1.77264,-0.22464,-0.17775,-0.1912,-0.16777,0.60761,5.87288,3.22686,4.33716,0.09979,0.13379,-0.93449,-0.99397,1.56506,2.05288,0,0.002,0.98007,1.65933,1.60133
145,1.64333,1.64533,1.65933,1.60133,1.64533,2011-01-25,19072500,40.49576,44.16743,1.66452,1.76916,1.80263,-0.26289,-1.48624,-0.20098,-0.19918,-0.18744,-0.17952,0.03448,5.67914,3.21563,4.32794,0.08447,0.12328,-0.72334,-0.9328,1.57776,2.0424,0,0.00267,0.97371,1.65867,1.60667
146,1.64733,1.65,1.65867,1.60667,1.65,2011-01-26,16198500,41.07471,44.35839,1.66188,1.75999,1.79665,-0.05041,-1.26902,-0.16543,-0.20222,-0.16737,-0.1834,0.05135,5.50103,3.21713,4.31926,0.07064,0.11188,-0.19271,-0.77924,1.58923,2.03093,0,0.012,0.8918,1.672,1.63533
147,1.64933,1.66133,1.672,1.63533,1.66133,2011-01-27,13435500,42.5807,44.83522,1.66178,1.7524,1.79134,0.23144,-0.97514,-0.15259,-0.18501,-0.14213,-0.17383,0.32724,5.25344,3.22094,4.31078,0.05701,0.10048,0.87164,-0.31221,1.61025,2.02092,0,-0.058,0.63178,1.65867,1.58333
148,1.65867,1.60067,1.65867,1.58333,1.60067,2011-01-28,15726000,36.96123,42.79015,1.65067,1.74073,1.78386,-0.29472,-1.3542,-0.17383,-0.16848,-0.12489,-0.15522,-0.76984,5.41513,3.22447,4.29834,0.05163,0.09203,0.90174,0.75323,1.61281,2.00771,0,0.00334,0.96649,1.608,1.56667
149,1.60333,1.60667,1.608,1.56667,1.60667,2011-01-31,12454500,37.86247,43.05776,1.64267,1.73042,1.77691,-0.10072,-1.14656,-0.2194,-0.17295,-0.12534,-0.13779,0.08081,5.21281,3.23273,4.29783,0.04453,0.08718,0.52413,0.90431,1.61919,1.9933,0,-0.02667,0.78472,1.64867,1.56933
150,1.62067,1.594,1.64867,1.56933,1.594,2011-02-01,10617000,36.63363,42.61924,1.63382,1.71992,1.76974,-0.11623,-1.23903,-0.27084,-0.20165,-0.14373,-0.13105,-0.33615,5.23639,3.24097,4.31533,0.03553,0.09173,-0.46095,0.48159,1.62557,1.97771,0,-0.01467,0.86818,1.612,1.578
151,1.61067,1.596,1.612,1.578,1.596,2011-02-02,8542500,36.99229,42.71517,1.62694,1.71039,1.76293,-0.08708,-1.16347,-0.29485,-0.24152,-0.16484,-0.13798,-0.43147,5.02986,3.25965,4.32903,0.03613,0.09506,-0.971,-0.55736,1.62312,1.96277,0,-0.01267,0.88261,1.59333,1.54333
152,1.588,1.57533,1.59333,1.54333,1.57533,2011-02-03,7680000,34.7346,41.95996,1.61756,1.7,1.75557,-0.43547,-1.27434,-0.28808,-0.27314,-0.17848,-0.1535,-0.2534,4.98279,3.2832,4.33535,0.03003,0.09528,-0.98979,-0.94156,1.60238,1.94738,0,0.00133,0.98603,1.578,1.548
153,1.56267,1.564,1.578,1.548,1.564,2011-02-04,8160000,33.48976,41.54061,1.60782,1.68954,1.74806,-0.6329,-1.32148,-0.26808,-0.28413,-0.19204,-0.1704,0.04433,4.81884,3.29837,4.34551,0.02779,0.09773,-0.98541,-0.97963,1.57921,1.93259,0,-0.01267,0.88015,1.55067,1.52533
154,1.55067,1.538,1.55067,1.52533,1.538,2011-02-07,13426500,30.68571,40.57137,1.59513,1.67788,1.73982,-0.876,-1.50945,-0.24491,-0.27535,-0.20232,-0.1847,-0.5,4.74637,3.29756,4.3524,0.03016,0.0994,-0.98261,-0.98287,1.56019,1.91742,0,0.04734,0.66771,1.68333,1.53333
155,1.58533,1.63267,1.68333,1.53333,1.63267,2011-02-08,52573500,48.22439,45.40303,1.60195,1.6744,1.73562,0.41663,-0.46384,-0.22056,-0.25577,-0.1911,-0.19305,0.3156,4.77543,3.30385,4.36582,0.02864,0.09655,-0.76617,-0.97959,1.5744,1.90402,0,-0.06134,0.61143,1.612,1.51933
156,1.60867,1.54733,1.612,1.51933,1.54733,2011-02-09,39534000,38.47369,42.18267,1.59202,1.66463,1.72824,-0.59548,-1.2757,-0.1898,-0.23147,-0.1659,-0.1908,-0.66192,5.1863,3.29909,4.37182,0.02835,0.09509,-0.50926,-0.86537,1.56496,1.88702,0,-0.00267,0.97213,1.576,1.52067
157,1.55067,1.548,1.576,1.52067,1.548,2011-02-10,12541500,38.58202,42.21619,1.58402,1.65566,1.72117,-0.43429,-1.17515,-0.1528,-0.20307,-0.15214,-0.17808,-0.04826,5.0802,3.29289,4.37651,0.02574,0.09183,-0.47792,-0.90774,1.56157,1.87049,0,0.0,1.0,1.58333,1.52933
158,1.55,1.55,1.58333,1.52933,1.55,2011-02-11,9517500,38.9386,42.32017,1.57783,1.64753,1.71445,-0.34102,-1.02985,-0.11094,-0.16945,-0.15577,-0.16383,0.0,4.97107,3.29284,4.37652,0.02573,0.08403,-0.77517,-0.92412,1.55549,1.85413,0,-0.03733,0.71693,1.60933,1.53667
159,1.576,1.53867,1.60933,1.53667,1.53867,2011-02-14,19246500,37.56577,41.87552,1.57071,1.63916,1.70756,-0.40407,-1.01155,-0.09555,-0.13547,-0.16457,-0.15771,-0.51376,4.98927,3.29024,4.37438,0.02488,0.07511,-0.97457,-0.98618,1.54906,1.83623,0,-0.01133,0.89034,1.54467,1.504
160,1.534,1.52267,1.54467,1.504,1.52267,2011-02-15,14305500,35.59656,41.23817,1.56198,1.6302,1.70031,-0.53059,-1.03185,-0.11921,-0.11416,-0.16371,-0.15942,-0.27858,4.88874,3.28669,4.37063,0.02459,0.06588,-0.98102,-0.99465,1.53917,1.81747,0,0.10867,0.45956,1.66467,1.538
161,1.54,1.64867,1.66467,1.538,1.64867,2011-02-16,61726500,55.84808,47.76044,1.57774,1.63162,1.69829,1.11917,0.41831,-0.14134,-0.11363,-0.15451,-0.16114,0.8579,4.7795,3.29718,4.38354,0.03141,0.05874,-0.18712,-0.83044,1.56922,1.80402,0,-0.06867,0.58928,1.69933,1.57
162,1.642,1.57333,1.69933,1.57,1.57333,2011-02-17,39276000,46.19702,44.67211,1.57694,1.62713,1.69339,0.09343,-0.3157,-0.13639,-0.12551,-0.14512,-0.15769,-0.53097,5.21558,3.30207,4.39039,0.03113,0.05067,0.48321,0.01191,1.57237,1.78685,0,-0.01,0.90321,1.566,1.53067
163,1.55533,1.54533,1.566,1.53067,1.54533,2011-02-18,35560500,43.11996,43.58114,1.57119,1.62084,1.68758,-0.25382,-0.53903,-0.11569,-0.13173,-0.14618,-0.15152,-0.28305,5.1456,3.30549,4.39797,0.03225,0.04623,0.72606,0.78059,1.56595,1.76832,0,-0.06733,0.57615,1.53333,1.452
164,1.52533,1.458,1.53333,1.452,1.458,2011-02-22,30969000,35.03337,40.37744,1.55061,1.60831,1.67858,-1.29392,-1.4032,-0.11643,-0.12699,-0.16932,-0.15107,-0.82786,5.51493,3.30106,4.40027,0.03705,0.04632,-0.17293,0.38053,1.53145,1.74632,0,-0.02334,0.79177,1.5,1.40733
165,1.47867,1.45533,1.5,1.40733,1.45533,2011-02-23,24084000,34.81159,40.28313,1.53329,1.59655,1.66982,-1.08429,-1.3246,-0.13401,-0.12244,-0.20377,-0.16331,-0.25186,5.57941,3.28708,4.40265,0.03605,0.04537,-0.83292,-0.54834,1.51219,1.72444,0,0.05,0.63532,1.50533,1.43333
166,1.452,1.502,1.50533,1.43333,1.502,2011-02-24,15829500,41.94882,42.71914,1.5276,1.58927,1.66324,-0.41584,-0.75829,-0.13527,-0.12531,-0.21583,-0.1847,0.69444,5.36653,3.28838,4.41589,0.03976,0.0469,-0.96188,-0.92088,1.50265,1.70422,0,0.05333,0.63111,1.59,1.51267
167,1.52067,1.574,1.59,1.51267,1.574,2011-02-25,20194500,51.12209,46.24316,1.53604,1.5881,1.65974,0.4769,0.02446,-0.1117,-0.12778,-0.19884,-0.20123,0.68964,5.15136,3.29676,4.44085,0.04184,0.04454,-0.70622,-0.95802,1.51607,1.68656,0,0.01,0.9047,1.60667,1.56667
168,1.58267,1.59267,1.60667,1.56667,1.59267,2011-02-28,15768000,53.25052,47.12188,1.54633,1.58845,1.65711,0.66384,0.21129,-0.06835,-0.11605,-0.16449,-0.1996,0.25,4.92455,3.30599,4.46394,0.04573,0.04374,0.16771,-0.60525,1.53408,1.66928,0,-0.00733,0.92922,1.62133,1.58
